book_id,title,publisher,publisher_desription,n_pages,google_mean_rating,google_num_ratings,cover_thumbnail_url,preview_url
M37,THE STORY OF FERDINAND,NA,"Ferdinand likes to sit quietly and smell the flowers, but one day he gets stung by a bee and his snorting and stomping convince everyone that he is the fiercest of bulls.",32,4.5,73,http://books.google.com/books/content?id=BJgSYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=BJgSYgEACAAJ&dq=isbn:9780448456942&hl=&cd=1&source=gbs_api
M36,THE TALE OF PETER RABBIT,Warne,"This original, authorised version has been lovingly recreated electronically for the first time, with reproductions of Potter's unmistakeable artwork optimised for use on colour devices such as the iPad. The Tale of Peter Rabbit was first published by Frederick Warne in 1902 and endures as Beatrix Potter's most popular and well-loved tale. Re-originated in 2002 to mark the centenary of publication bringing it closer to the original edition, six illustrations were restored, four that were removed in 1903 to make room for endpapers and two that have never been used before, Beatrix having initially prepared more illustrations than could be accommodated in the original format.",80,4,63,http://books.google.com/books/content?id=x1VYPnGMh0gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=x1VYPnGMh0gC&dq=isbn:9780723247708&hl=&cd=1&source=gbs_api
L199,THE THREE QUESTIONS,Scholastic Inc.,"Based on a story by Leo Tolstoy. A young boy asks: When is the best time to do things? Who is the most important one? What is the right thing to do? Find out what he learns in this charming, lyrically told story",32,4,57,http://books.google.com/books/content?id=cgROlmO1f5UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cgROlmO1f5UC&printsec=frontcover&dq=isbn:9780439199964&hl=&cd=1&source=gbs_api
L257,THE WHEELS ON THE BUS,Dutton Juvenile,This book has movable parts which add to the fun of the story of the bus whose wheels go round and round.,14,NA,NA,http://books.google.com/books/content?id=U5KOPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=U5KOPAAACAAJ&dq=isbn:9780525465065&hl=&cd=1&source=gbs_api
L188,THE WONDERFUL THINGS YOU WILL BE,Random House Books for Young Readers,"Illustrations and simple, rhyming text reveal a parent's musings about what a child will become, knowing that the child's kindness, cleverness, and boldness will shine through no matter what, as will the love they share.",36,4,7,http://books.google.com/books/content?id=ocvJDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ocvJDAAAQBAJ&printsec=frontcover&dq=isbn:9780385376716&hl=&cd=1&source=gbs_api
L233,THERE'S A WOCKET IN MY POCKET!,Random House Books for Young Readers,"A household of unusual creatures includes the nupboard in the cupboard, the yeps on the steps, and the bofa on the sofa",20,4,38,http://books.google.com/books/content?id=L44KAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=L44KAAAACAAJ&dq=isbn:9780679882831&hl=&cd=1&source=gbs_api
M61,THERE'S AN ALLIGATOR UNDER MY BED,Dial Books,"The alligator under his bed makes a boy's bedtime hazardous operation, until he lures it out of the house and into the garage.",32,4.5,16,http://books.google.com/books/content?id=nfFvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=nfFvDwAAQBAJ&printsec=frontcover&dq=isbn:9780803703742&hl=&cd=1&source=gbs_api
M60,THIS IS NOT MY HAT,Candlewick Press,A little fish thinks he can get away with stealing a hat.,40,4,92,http://books.google.com/books/content?id=ARjDR5yFbRUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ARjDR5yFbRUC&printsec=frontcover&dq=isbn:9780763655990&hl=&cd=1&source=gbs_api
L197,TIKKI TIKKI TEMBO,Macmillan,An illustrated Chinese folk tale describes how the Chinese came to give all of their children short names.,42,4,69,http://books.google.com/books/content?id=YNjLTg3HmiAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=YNjLTg3HmiAC&printsec=frontcover&dq=isbn:9780312367480&hl=&cd=1&source=gbs_api
L154,TIME FOR BED,Houghton Mifflin Harcourt,As darkness falls parents everywhere try to get their children ready for sleep.,28,4,23,http://books.google.com/books/content?id=GnPyysM69z8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=GnPyysM69z8C&printsec=frontcover&dq=isbn:9780152010669&hl=&cd=1&source=gbs_api
M81,TRASHY TOWN,Harper Collins,"I dump it in I smash it down I drive around the trashy town Meet Mr. Gilly. He cleans up Trashy Town. He does it with a big smile and a big truck--which is sure to make him a hero with all the children in the neighborhood. David Clemesha and Andrea Zimmerman have created a rhythmic, repeatable refrain that will roll off the lips of every child. Dan Yaccarino's dynamic art puts the zip in Mr. Gilly's stride and adds style and charm to trash collection. 2000 Notable Children's Books (ALA)",32,4,12,http://books.google.com/books/content?id=19iPyW3WQuoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=19iPyW3WQuoC&printsec=frontcover&dq=isbn:9780060271398&hl=&cd=1&source=gbs_api
L248,TUESDAY,Houghton Mifflin Harcourt,"Frogs rise on their lily pads, float through the air, and explore the nearby houses while their inhabitants sleep.",32,4,103,http://books.google.com/books/content?id=gGWvDUUi58cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=gGWvDUUi58cC&printsec=frontcover&dq=isbn:9780395870822&hl=&cd=1&source=gbs_api
M99,WHEN DINOSAURS CAME WITH EVERYTHING,Simon and Schuster,"Although his mother is a little worried, a young boy is delighted to discover that every shop in town is giving away real dinosaurs to their customers. 75,000 first printing.",40,4,22,http://books.google.com/books/content?id=uRbBhVq040UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=uRbBhVq040UC&printsec=frontcover&dq=isbn:9780689869228&hl=&cd=1&source=gbs_api
L218,WHERE DO DIGGERS SLEEP AT NIGHT?,Random House Books for Young Readers,"Illustrations and rhyming text reveal what trucks, tractors and construction vehicles do to get ready for bed after a hard day's work. A board book edition of a first picture book.",26,4,5,http://books.google.com/books/content?id=zs1vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zs1vDwAAQBAJ&printsec=frontcover&dq=isbn:9780385374156&hl=&cd=1&source=gbs_api
L168,WHERE IS THE GREEN SHEEP?,Harcourt Childrens Books,"A story about many different sheep, and one that seems to be missing. On board pages.",32,3.5,21,http://books.google.com/books/content?id=HkSKPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=HkSKPwAACAAJ&dq=isbn:9780152067045&hl=&cd=1&source=gbs_api
M35,WHERE THE WILD THINGS ARE,Harper Collins,"Max is sent to bed without supper and imagines sailing away to the land of Wild Things,where he is made king.",48,4,4602,http://books.google.com/books/content?id=UyibVFukeDUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UyibVFukeDUC&printsec=frontcover&dq=isbn:9780064431781&hl=&cd=1&source=gbs_api
M89,WINTER DAYS IN THE BIG WOODS,Harper Collins,"Laura helps Ma and Pa make the little log cabin snug and cozy for the snowy days ahead. 1994 ""Pick of the Lists"" (ABA)",32,4.5,9,http://books.google.com/books/content?id=H-igY69LTxcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=H-igY69LTxcC&printsec=frontcover&dq=isbn:9780064433730&hl=&cd=1&source=gbs_api
L234,YERTLE THE TURTLE,Random House Books for Young Readers,"Includes three humorous stories in verse: Yertle the Turtle, Gertrude McFuzz, and The Big Brag.",90,4,33,http://books.google.com/books/content?id=Of5kYHYDN9oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Of5kYHYDN9oC&printsec=frontcover&dq=isbn:9780394800875&hl=&cd=1&source=gbs_api
L158,YOU GET WHAT YOU GET,Capstone,"Melvin likes to throw a tantrum when he does not get what he wants, but he learns that the classroom rule, ""you get what you get and you don't throw a fit"" applies at home as well.",32,5,3,http://books.google.com/books/content?id=pcCpAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=pcCpAAAAQBAJ&printsec=frontcover&dq=isbn:9781479521579&hl=&cd=1&source=gbs_api
L105,ANNO'S JOURNEY,Penguin,"Told through brilliant illustrations, a colorful, wordless book takes young readers on a wonderous tour of northern Europe, seeing its landscape, geography, and architecture along the way. Reprint.",26,4,9,http://books.google.com/books/content?id=WLRKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WLRKDwAAQBAJ&printsec=frontcover&dq=isbn:0698114337&hl=&cd=1&source=gbs_api
L112,JOURNEY,Candlewick Press,"Using a red marker, a young girl draws a door on her bedroom wall and through it enters another world where she experiences many adventures, including being captured by an evil emperor.",40,4,56,http://books.google.com/books/content?id=BOSgRVqWPCsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BOSgRVqWPCsC&printsec=frontcover&dq=isbn:0763660531&hl=&cd=1&source=gbs_api
L115,BARNYARD DANCE,Workman Publishing,A bespectacled fiddle-playing cow and a pig twirling a sheep are featured in a barnyard dance. On board pages with a die-cut cover.,24,4.5,27,http://books.google.com/books/content?id=wLdRCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=wLdRCwAAQBAJ&printsec=frontcover&dq=isbn:1563054426&hl=&cd=1&source=gbs_api
L159,I LOVE MY MOMMY BECAUSE,NA,"As a child explains the many happy, loving things Mommy does, many different animal mothers are shown caring for their young.",NA,4.5,7,http://books.google.com/books/content?id=D-c01AcwpwYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=D-c01AcwpwYC&dq=isbn:059059091X&hl=&cd=1&source=gbs_api
M4,"CLICK, CLACK, MOO COWS THAT TYPE",Simon and Schuster,"This quirky, hilarious farmyard tale from the New York Times bestselling duo of Doreen Cronin and Betsy Lewin is now an eBook with audio! Farmer Brown has a problem. His cows like to type. All day long he hears _Ê_ Click, clack, moo. Click, clack, moo. Click, clack, moo. _Êù But Farmer Brown_Ê_s problems get bigger when his cows start leaving him notes! Listen in on the fun as a bunch of literate cows turn Farmer Brown_Ê_s farm upside down!",32,4.5,16,http://books.google.com/books/content?id=pmEM_26oGgkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=pmEM_26oGgkC&printsec=frontcover&dq=isbn:1442460512&hl=&cd=1&source=gbs_api
M2,BLUEBERRIES FOR SAL,Puffin,"Little Bear and Sal both go berrying with their mothers, but after sitting down to rest, they each end up following the other one's mother.",54,4,59,http://books.google.com/books/content?id=lCdMTH1M1C8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=lCdMTH1M1C8C&dq=isbn:014050169X&hl=&cd=1&source=gbs_api
M48,GREEN EGGS AND HAM,RH Childrens Books,"_ÑÒDo you like green eggs and ham?_Ñù asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss_Ñés beloved favorite has cemented its place as a children_Ñés classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.",72,4.5,4080,http://books.google.com/books/content?id=ZK7xAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZK7xAwAAQBAJ&printsec=frontcover&dq=isbn:0385371993&hl=&cd=1&source=gbs_api
M19,"NO, DAVID!",Scholastic Inc.,"When David Shannon was five years old, he wrote and illustrated his first book. On every page were these words: NO, DAVID! . . . and a picture of David doing things he was not supposed to do. Now David is all grown up. But some things never change. . . . Over fifteen years after its initial publication, NO, DAVID! remains a perennial household favorite, delighting children, parents, and teachers alike. David is a beloved character, whose unabashed good humor, mischievous smile, and laughter-inducing antics underline the love parents have for their children--even when they misbehave.",32,4,163,http://books.google.com/books/content?id=YOHACwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=YOHACwAAQBAJ&printsec=frontcover&dq=isbn:1338113194&hl=&cd=1&source=gbs_api
L196,LITTLE BEAR: WHAT WILL LITTLE BEAR WEAR?,Harper Collins,"Meet Little Bear, a friend to millions of children. And meet Mother Bear, who is there whenever Little Bear needs her. When it is cold and snowy outside, she finds just the right outfit for Little Bear to play in. When he goes to the moon, she has a hot lunch waiting for him on his return. At night she helps him get to sleep. And, of course, she never forgets his birthday.",64,4,27,http://books.google.com/books/content?id=ZB0sfvF5EJoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZB0sfvF5EJoC&printsec=frontcover&dq=isbn:0060242418&hl=&cd=1&source=gbs_api
L191,"BOB BOOKS, SET 1: BEGINNING READERS",Bob Books Publications,"This is Bob Books bestselling first reader, introduced more than 35 years ago and used by millions of children. If your child knows the alphabet, Bob Books Set 1 is the book to start him or her on the path to reading. Many early readers contain words that are too difficult for a child who has just learned the sounds of the alphabet. Not these books! Using only the letters M, A, T and S, children can read their first book. New letters are added gradually, until all letters of the alphabet have been introduced (except Q). Short vowels and three-letter words in simple sentences help kids build reading confidence. They love the stories and funny pictures, and can't wait to read them to everybody they know. Inside this eBook youÌ¥ll find: - 12 easy-to-read books, 12 pages each - All two and three letter words (C-V-C words) - Can be ""sounded out"" (phonics based) - A few new letters introduced in each book - Limited sight words - 7 to 20 words per book",NA,4.5,26,http://books.google.com/books/content?id=UhjvBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UhjvBgAAQBAJ&printsec=frontcover&dq=isbn:1941148301&hl=&cd=1&source=gbs_api
L236,WHERE THE SIDEWALK ENDS,HarperCollins Publishers,A boy who turns into a TV set and a girl who eats a whale are only two of the characters in a collection of humorous poetry illustrated with the author's own drawings.,192,4.5,20,http://books.google.com/books/content?id=pympPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=pympPwAACAAJ&dq=isbn:0060586532&hl=&cd=1&source=gbs_api
